005F;Pc
FCB3;Lo
FCB4;Lo
FCB5;Lo
FCB6;Lo
FCB7;Lo
FCB8;Lo
FCB9;Lo
FCBA;Lo
FCBB;Lo
FCBC;Lo
FCBD;Lo
FCBE;Lo
FCBF;Lo
FCC0;Lo
FCC1;Lo
FCC2;Lo
FCC3;Lo
FCC4;Lo
FCC5;Lo
FCC6;Lo
FCC7;Lo
FCC8;Lo
FCC9;Lo
FCCA;Lo
FCCB;Lo
FCCC;Lo
FCCD;Lo
FCCE;Lo
FCCF;Lo
FCD0;Lo
FCD1;Lo
FCD2;Lo
FCD3;Lo
FCD4;Lo
FCD5;Lo
FCD6;Lo
FCD7;Lo
FCD8;Lo
FCD9;Lo
FCDA;Lo
FCDB;Lo
FCDC;Lo
FCDD;Lo
FCDE;Lo
FCDF;Lo
FCE0;Lo
FCE1;Lo
FCE2;Lo
FCE3;Lo
FCE4;Lo
FCE5;Lo
FCE6;Lo
FCE7;Lo
FCE8;Lo
FCE9;Lo
FCEA;Lo
FCEB;Lo
FCEC;Lo
FCED;Lo
FCEE;Lo
FCEF;Lo
FCF0;Lo
FCF1;Lo
FCF2;Lo
FCF3;Lo
FCF4;Lo
FCF5;Lo
FCF6;Lo
FCF7;Lo
FCF8;Lo
FCF9;Lo
FCFA;Lo
FCFB;Lo
FCFC;Lo
FCFD;Lo
FCFE;Lo
FCFF;Lo
FD00;Lo
FD01;Lo
FD02;Lo
FD03;Lo
FD04;Lo
FD05;Lo
FD06;Lo
FD07;Lo
FD08;Lo
FD09;Lo
FD0A;Lo
FD0B;Lo
FD0C;Lo
FD0D;Lo
FD0E;Lo
FD0F;Lo
FD10;Lo
FD11;Lo
FD12;Lo
FD13;Lo
FD14;Lo
FD15;Lo
FD16;Lo
FD17;Lo
FD18;Lo
FD19;Lo
FD1A;Lo
FD1B;Lo
FD1C;Lo
FD1D;Lo
FD1E;Lo
FD1F;Lo
FD20;Lo
FD21;Lo
FD22;Lo
FD23;Lo
FD24;Lo
FD25;Lo
FD26;Lo
FD27;Lo
FD28;Lo
FD29;Lo
FD2A;Lo
FD2B;Lo
FD2C;Lo
FD2D;Lo
FD2E;Lo
FD2F;Lo
FD30;Lo
FD31;Lo
FD32;Lo
FD33;Lo
FD34;Lo
FD35;Lo
FD36;Lo
FD37;Lo
FD38;Lo
FD39;Lo
FD3A;Lo
FD3B;Lo
FD3C;Lo
FD3D;Lo
FD50;Lo
FD51;Lo
FD52;Lo
FD53;Lo
FD54;Lo
FD55;Lo
FD56;Lo
FD57;Lo
FD58;Lo
FD59;Lo
FD5A;Lo
FD5B;Lo
FD5C;Lo
FD5D;Lo
FD5E;Lo
FD5F;Lo
FD60;Lo
FD61;Lo
FD62;Lo
FD63;Lo
FD64;Lo
FD65;Lo
FD66;Lo
FD67;Lo
FD68;Lo
FD69;Lo
FD6A;Lo
FD6B;Lo
FD6C;Lo
FD6D;Lo
FD6E;Lo
FD6F;Lo
FD70;Lo
FD71;Lo
FD72;Lo
FD73;Lo
FD74;Lo
FD75;Lo
FD76;Lo
FD77;Lo
FD78;Lo
FD79;Lo
FD7A;Lo
FD7B;Lo
FD7C;Lo
FD7D;Lo
FD7E;Lo
FD7F;Lo
FD80;Lo
FD81;Lo
FD82;Lo
FD83;Lo
FD84;Lo
FD85;Lo
FD86;Lo
FD87;Lo
FD88;Lo
FD89;Lo
FD8A;Lo
FD8B;Lo
FD8C;Lo
FD8D;Lo
FD8E;Lo
FD8F;Lo
FD92;Lo
FD93;Lo
FD94;Lo
FD95;Lo
FD96;Lo
FD97;Lo
FD98;Lo
FD99;Lo
FD9A;Lo
FD9B;Lo
FD9C;Lo
FD9D;Lo
FD9E;Lo
FD9F;Lo
FDA0;Lo
FDA1;Lo
FDA2;Lo
FDA3;Lo
FDA4;Lo
FDA5;Lo
FDA6;Lo
FDA7;Lo
FDA8;Lo
FDA9;Lo
FDAA;Lo
FDAB;Lo
FDAC;Lo
FDAD;Lo
FDAE;Lo
FDAF;Lo
FDB0;Lo
FDB1;Lo
FDB2;Lo
FDB3;Lo
FDB4;Lo
FDB5;Lo
FDB6;Lo
FDB7;Lo
FDB8;Lo
FDB9;Lo
FDBA;Lo
FDBB;Lo
FDBC;Lo
FDBD;Lo
FDBE;Lo
FDBF;Lo
FDC0;Lo
FDC1;Lo
FDC2;Lo
FDC3;Lo
FDC4;Lo
FDC5;Lo
FDC6;Lo
FDC7;Lo
FDF0;Lo
FDF1;Lo
FDF2;Lo
FDF3;Lo
FDF4;Lo
FDF5;Lo
FDF6;Lo
FDF7;Lo
FDF8;Lo
FDF9;Lo
FDFA;Lo
FDFB;Lo
FE33;Pc
FE34;Pc
FE4D;Pc
FE4E;Pc
FE4F;Pc
FE70;Lo
FE71;Lo
FE72;Lo
FE73;Lo
FE74;Lo
FE76;Lo
FE77;Lo
FE78;Lo
FE79;Lo
FE7A;Lo
FE7B;Lo
FE7C;Lo
FE7D;Lo
FE7E;Lo
FE7F;Lo
FE80;Lo
FE81;Lo
FE82;Lo
FE83;Lo
FE84;Lo
FE85;Lo
FE86;Lo
FE87;Lo
FE88;Lo
FE89;Lo
FE8A;Lo
FE8B;Lo
FE8C;Lo
FE8D;Lo
FE8E;Lo
FE8F;Lo
FE90;Lo
FE91;Lo
FE92;Lo
FE93;Lo
FE94;Lo
FE95;Lo
FE96;Lo
FE97;Lo
FE98;Lo
FE99;Lo
FE9A;Lo
FE9B;Lo
FE9C;Lo
FE9D;Lo
FE9E;Lo
FE9F;Lo
FEA0;Lo
FEA1;Lo
FEA2;Lo
FEA3;Lo
FEA4;Lo
FEA5;Lo
FEA6;Lo
FEA7;Lo
FEA8;Lo
FEA9;Lo
FEAA;Lo
FEAB;Lo
FEAC;Lo
FEAD;Lo
FEAE;Lo
FEAF;Lo
FEB0;Lo
FEB1;Lo
FEB2;Lo
FEB3;Lo
FEB4;Lo
FEB5;Lo
FEB6;Lo
FEB7;Lo
FEB8;Lo
FEB9;Lo
FEBA;Lo
FEBB;Lo
FEBC;Lo
FEBD;Lo
FEBE;Lo
FEBF;Lo
FEC0;Lo
FEC1;Lo
FEC2;Lo
FEC3;Lo
FEC4;Lo
FEC5;Lo
FEC6;Lo
FEC7;Lo
FEC8;Lo
FEC9;Lo
FECA;Lo
FECB;Lo
FECC;Lo
FECD;Lo
FECE;Lo
FECF;Lo
FED0;Lo
FED1;Lo
FED2;Lo
FED3;Lo
FED4;Lo
FED5;Lo
FED6;Lo
FED7;Lo
FED8;Lo
FED9;Lo
FEDA;Lo
FEDB;Lo
FEDC;Lo
FEDD;Lo
FEDE;Lo
FEDF;Lo
FEE0;Lo
FEE1;Lo
FEE2;Lo
FEE3;Lo
FEE4;Lo
FEE5;Lo
FEE6;Lo
FEE7;Lo
FEE8;Lo
FEE9;Lo
FEEA;Lo
FEEB;Lo
FEEC;Lo
FEED;Lo
FEEE;Lo
FEEF;Lo
FEF0;Lo
FEF1;Lo
FEF2;Lo
FEF3;Lo
FEF4;Lo
FEF5;Lo
FEF6;Lo
FEF7;Lo
FEF8;Lo
FEF9;Lo
FEFA;Lo
FEFB;Lo
FEFC;Lo
FEFF;Cf
FF3F;Pc
FF66;Lo
FF67;Lo
FF68;Lo
FF69;Lo
FF6A;Lo
FF6B;Lo
FF6C;Lo
FF6D;Lo
FF6E;Lo
FF6F;Lo
FF71;Lo
FF72;Lo
FF73;Lo
FF74;Lo
FF75;Lo
FF76;Lo
FF77;Lo
FF78;Lo
FF79;Lo
FF7A;Lo
FF7B;Lo
FF7C;Lo
FF7D;Lo
FF7E;Lo
FF7F;Lo
FF80;Lo
FF81;Lo
FF82;Lo
FF83;Lo
FF84;Lo
FF85;Lo
FF86;Lo
FF87;Lo
FF88;Lo
FF89;Lo
FF8A;Lo
FF8B;Lo
FF8C;Lo
FF8D;Lo
FF8E;Lo
FF8F;Lo
FF90;Lo
FF91;Lo
FF92;Lo
FF93;Lo
FF94;Lo
FF95;Lo
FF96;Lo
FF97;Lo
FF98;Lo
FF99;Lo
FF9A;Lo
FF9B;Lo
FF9C;Lo
FF9D;Lo
FFA0;Lo
FFA1;Lo
FFA2;Lo
FFA3;Lo
FFA4;Lo
FFA5;Lo
FFA6;Lo
FFA7;Lo
FFA8;Lo
FFA9;Lo
FFAA;Lo
FFAB;Lo
FFAC;Lo
FFAD;Lo
FFAE;Lo
FFAF;Lo
FFB0;Lo
FFB1;Lo
FFB2;Lo
FFB3;Lo
FFB4;Lo
FFB5;Lo
FFB6;Lo
FFB7;Lo
FFB8;Lo
FFB9;Lo
FFBA;Lo
FFBB;Lo
FFBC;Lo
FFBD;Lo
FFBE;Lo
FFC2;Lo
FFC3;Lo
FFC4;Lo
FFC5;Lo
FFC6;Lo
FFC7;Lo
FFCA;Lo
FFCB;Lo
FFCC;Lo
FFCD;Lo
FFCE;Lo
FFCF;Lo
FFD2;Lo
FFD3;Lo
FFD4;Lo
FFD5;Lo
FFD6;Lo
FFD7;Lo
FFDA;Lo
FFDB;Lo
FFDC;Lo
FFF9;Cf
FFFA;Cf
FFFB;Cf
10000;Lo
10001;Lo
10002;Lo
10003;Lo
10004;Lo
10005;Lo
10006;Lo
10007;Lo
10008;Lo
10009;Lo
1000A;Lo
1000B;Lo
1000D;Lo
1000E;Lo
1000F;Lo
10010;Lo
10011;Lo
10012;Lo
10013;Lo
10014;Lo
10015;Lo
10016;Lo
10017;Lo
10018;Lo
10019;Lo
1001A;Lo
1001B;Lo
1001C;Lo
1001D;Lo
1001E;Lo
1001F;Lo
10020;Lo
10021;Lo
10022;Lo
10023;Lo
10024;Lo
10025;Lo
10026;Lo
10028;Lo
10029;Lo
1002A;Lo
1002B;Lo
1002C;Lo
1002D;Lo
1002E;Lo
1002F;Lo
10030;Lo
10031;Lo
10032;Lo
10033;Lo
10034;Lo
10035;Lo
10036;Lo
10037;Lo
10038;Lo
10039;Lo
1003A;Lo
1003C;Lo
1003D;Lo
1003F;Lo
10040;Lo
10041;Lo
10042;Lo
10043;Lo
10044;Lo
10045;Lo
10046;Lo
10047;Lo
10048;Lo
10049;Lo
1004A;Lo
1004B;Lo
1004C;Lo
1004D;Lo
10050;Lo
10051;Lo
10052;Lo
10053;Lo
10054;Lo
10055;Lo
10056;Lo
10057;Lo
10058;Lo
10059;Lo
1005A;Lo
1005B;Lo
1005C;Lo
1005D;Lo
10080;Lo
10081;Lo
10082;Lo
10083;Lo
10084;Lo
10085;Lo
10086;Lo
10087;Lo
10088;Lo
10089;Lo
1008A;Lo
1008B;Lo
1008C;Lo
1008D;Lo
1008E;Lo
1008F;Lo
10090;Lo
10091;Lo
10092;Lo
10093;Lo
10094;Lo
10095;Lo
10096;Lo
10097;Lo
10098;Lo
10099;Lo
1009A;Lo
1009B;Lo
1009C;Lo
1009D;Lo
1009E;Lo
1009F;Lo
100A0;Lo
100A1;Lo
100A2;Lo
100A3;Lo
100A4;Lo
100A5;Lo
100A6;Lo
100A7;Lo
100A8;Lo
100A9;Lo
100AA;Lo
100AB;Lo
100AC;Lo
100AD;Lo
100AE;Lo
100AF;Lo
100B0;Lo
100B1;Lo
100B2;Lo
100B3;Lo
100B4;Lo
100B5;Lo
100B6;Lo
100B7;Lo
100B8;Lo
100B9;Lo
100BA;Lo
100BB;Lo
100BC;Lo
100BD;Lo
100BE;Lo
100BF;Lo
100C0;Lo
100C1;Lo
100C2;Lo
100C3;Lo
100C4;Lo
100C5;Lo
100C6;Lo
100C7;Lo
100C8;Lo
100C9;Lo
100CA;Lo
100CB;Lo
100CC;Lo
100CD;Lo
100CE;Lo
100CF;Lo
100D0;Lo
100D1;Lo
100D2;Lo
100D3;Lo
100D4;Lo
100D5;Lo
100D6;Lo
100D7;Lo
100D8;Lo
100D9;Lo
100DA;Lo
100DB;Lo
100DC;Lo
100DD;Lo
100DE;Lo
100DF;Lo
100E0;Lo
100E1;Lo
100E2;Lo
100E3;Lo
100E4;Lo
100E5;Lo
100E6;Lo
100E7;Lo
100E8;Lo
100E9;Lo
100EA;Lo
100EB;Lo
100EC;Lo
100ED;Lo
100EE;Lo
100EF;Lo
100F0;Lo
100F1;Lo
100F2;Lo
100F3;Lo
100F4;Lo
100F5;Lo
100F6;Lo
100F7;Lo
100F8;Lo
100F9;Lo
100FA;Lo
10280;Lo
10281;Lo
10282;Lo
10283;Lo
10284;Lo
10285;Lo
10286;Lo
10287;Lo
10288;Lo
10289;Lo
1028A;Lo
1028B;Lo
1028C;Lo
1028D;Lo
1028E;Lo
1028F;Lo
10290;Lo
10291;Lo
10292;Lo
10293;Lo
10294;Lo
10295;Lo
10296;Lo
10297;Lo
10298;Lo
10299;Lo
1029A;Lo
1029B;Lo
1029C;Lo
102A0;Lo
102A1;Lo
102A2;Lo
102A3;Lo
102A4;Lo
102A5;Lo
102A6;Lo
102A7;Lo
102A8;Lo
102A9;Lo
102AA;Lo
102AB;Lo
102AC;Lo
102AD;Lo
102AE;Lo
102AF;Lo
102B0;Lo
102B1;Lo
102B2;Lo
102B3;Lo
102B4;Lo
102B5;Lo
102B6;Lo
102B7;Lo
102B8;Lo
102B9;Lo
102BA;Lo
102BB;Lo
102BC;Lo
102BD;Lo
102BE;Lo
102BF;Lo
102C0;Lo
102C1;Lo
102C2;Lo
102C3;Lo
102C4;Lo
102C5;Lo
102C6;Lo
102C7;Lo
102C8;Lo
102C9;Lo
102CA;Lo
102CB;Lo
102CC;Lo
102CD;Lo
102CE;Lo
102CF;Lo
102D0;Lo
10300;Lo
10301;Lo
10302;Lo
10303;Lo
10304;Lo
10305;Lo
10306;Lo
10307;Lo
10308;Lo
10309;Lo
1030A;Lo
1030B;Lo
1030C;Lo
1030D;Lo
1030E;Lo
1030F;Lo
10310;Lo
10311;Lo
10312;Lo
10313;Lo
10314;Lo
10315;Lo
10316;Lo
10317;Lo
10318;Lo
10319;Lo
1031A;Lo
1031B;Lo
1031C;Lo
1031D;Lo
1031E;Lo
1031F;Lo
10330;Lo
10331;Lo
10332;Lo
10333;Lo
10334;Lo
10335;Lo
10336;Lo
10337;Lo
10338;Lo
10339;Lo
1033A;Lo
1033B;Lo
1033C;Lo
1033D;Lo
1033E;Lo
1033F;Lo
10340;Lo
10342;Lo
10343;Lo
10344;Lo
10345;Lo
10346;Lo
10347;Lo
10348;Lo
10349;Lo
10350;Lo
10351;Lo
10352;Lo
10353;Lo
10354;Lo
10355;Lo
10356;Lo
10357;Lo
10358;Lo
10359;Lo
1035A;Lo
1035B;Lo
1035C;Lo
1035D;Lo
1035E;Lo
1035F;Lo
10360;Lo
10361;Lo
10362;Lo
10363;Lo
10364;Lo
10365;Lo
10366;Lo
10367;Lo
10368;Lo
10369;Lo
1036A;Lo
1036B;Lo
1036C;Lo
1036D;Lo
1036E;Lo
1036F;Lo
10370;Lo
10371;Lo
10372;Lo
10373;Lo
10374;Lo
10375;Lo
10380;Lo
10381;Lo
10382;Lo
10383;Lo
10384;Lo
10385;Lo
10386;Lo
10387;Lo
10388;Lo
10389;Lo
1038A;Lo
1038B;Lo
1038C;Lo
1038D;Lo
1038E;Lo
1038F;Lo
10390;Lo
10391;Lo
10392;Lo
10393;Lo
10394;Lo
10395;Lo
10396;Lo
10397;Lo
10398;Lo
10399;Lo
1039A;Lo
1039B;Lo
1039C;Lo
1039D;Lo
103A0;Lo
103A1;Lo
103A2;Lo
103A3;Lo
103A4;Lo
103A5;Lo
103A6;Lo
103A7;Lo
103A8;Lo
103A9;Lo
103AA;Lo
103AB;Lo
103AC;Lo
103AD;Lo
103AE;Lo
103AF;Lo
103B0;Lo
103B1;Lo
103B2;Lo
103B3;Lo
103B4;Lo
103B5;Lo
103B6;Lo
103B7;Lo
103B8;Lo
103B9;Lo
103BA;Lo
103BB;Lo
103BC;Lo
103BD;Lo
103BE;Lo
103BF;Lo
103C0;Lo
103C1;Lo
103C2;Lo
103C3;Lo
103C8;Lo
103C9;Lo
103CA;Lo
103CB;Lo
103CC;Lo
103CD;Lo
103CE;Lo
103CF;Lo
10450;Lo
10451;Lo
10452;Lo
10453;Lo
10454;Lo
10455;Lo
10456;Lo
10457;Lo
10458;Lo
10459;Lo
1045A;Lo
1045B;Lo
1045C;Lo
1045D;Lo
1045E;Lo
1045F;Lo
10460;Lo
10461;Lo
10462;Lo
10463;Lo
10464;Lo
10465;Lo
10466;Lo
10467;Lo
10468;Lo
10469;Lo
1046A;Lo
1046B;Lo
1046C;Lo
1046D;Lo
1046E;Lo
1046F;Lo
10470;Lo
10471;Lo
10472;Lo
10473;Lo
10474;Lo
10475;Lo
10476;Lo
10477;Lo
10478;Lo
10479;Lo
1047A;Lo
1047B;Lo
1047C;Lo
1047D;Lo
1047E;Lo
1047F;Lo
10480;Lo
10481;Lo
10482;Lo
10483;Lo
10484;Lo
10485;Lo
10486;Lo
10487;Lo
10488;Lo
10489;Lo
1048A;Lo
1048B;Lo
1048C;Lo
1048D;Lo
1048E;Lo
1048F;Lo
10490;Lo
10491;Lo
10492;Lo
10493;Lo
10494;Lo
10495;Lo
10496;Lo
10497;Lo
10498;Lo
10499;Lo
1049A;Lo
1049B;Lo
1049C;Lo
1049D;Lo
10500;Lo
10501;Lo
10502;Lo
10503;Lo
10504;Lo
10505;Lo
10506;Lo
10507;Lo
10508;Lo
10509;Lo
1050A;Lo
1050B;Lo
1050C;Lo
1050D;Lo
1050E;Lo
1050F;Lo
10510;Lo
10511;Lo
10512;Lo
10513;Lo
10514;Lo
10515;Lo
10516;Lo
10517;Lo
10518;Lo
10519;Lo
1051A;Lo
1051B;Lo
1051C;Lo
1051D;Lo
1051E;Lo
1051F;Lo
10520;Lo
10521;Lo
10522;Lo
10523;Lo
10524;Lo
10525;Lo
10526;Lo
10527;Lo
10530;Lo
10531;Lo
10532;Lo
10533;Lo
10534;Lo
10535;Lo
10536;Lo
10537;Lo
10538;Lo
10539;Lo
1053A;Lo
1053B;Lo
1053C;Lo
1053D;Lo
1053E;Lo
1053F;Lo
10540;Lo
10541;Lo
10542;Lo
10543;Lo
10544;Lo
10545;Lo
10546;Lo
10547;Lo
10548;Lo
10549;Lo
1054A;Lo
1054B;Lo
1054C;Lo
1054D;Lo
1054E;Lo
1054F;Lo
10550;Lo
10551;Lo
10552;Lo
10553;Lo
10554;Lo
10555;Lo
10556;Lo
10557;Lo
10558;Lo
10559;Lo
1055A;Lo
1055B;Lo
1055C;Lo
1055D;Lo
1055E;Lo
1055F;Lo
10560;Lo
10561;Lo
10562;Lo
10563;Lo
10600;Lo
10601;Lo
10602;Lo
10603;Lo
10604;Lo
10605;Lo
10606;Lo
10607;Lo
10608;Lo
10609;Lo
1060A;Lo
1060B;Lo
1060C;Lo
1060D;Lo
1060E;Lo
1060F;Lo
10610;Lo
10611;Lo
10612;Lo
10613;Lo
10614;Lo
10615;Lo
10616;Lo
10617;Lo
10618;Lo
10619;Lo
1061A;Lo
1061B;Lo
1061C;Lo
1061D;Lo
1061E;Lo
1061F;Lo
10620;Lo
10621;Lo
10622;Lo
10623;Lo
10624;Lo
10625;Lo
10626;Lo
10627;Lo
10628;Lo
10629;Lo
1062A;Lo
1062B;Lo
1062C;Lo
1062D;Lo
1062E;Lo
1062F;Lo
10630;Lo
10631;Lo
10632;Lo
10633;Lo
10634;Lo
10635;Lo
10636;Lo
10637;Lo
10638;Lo
10639;Lo
1063A;Lo
1063B;Lo
1063C;Lo
1063D;Lo
1063E;Lo
1063F;Lo
10640;Lo
10641;Lo
10642;Lo
10643;Lo
10644;Lo
10645;Lo
10646;Lo
10647;Lo
10648;Lo
10649;Lo
1064A;Lo
1064B;Lo
1064C;Lo
1064D;Lo
1064E;Lo
1064F;Lo
10650;Lo
10651;Lo
10652;Lo
10653;Lo
10654;Lo
10655;Lo
10656;Lo
10657;Lo
10658;Lo
10659;Lo
1065A;Lo
1065B;Lo
1065C;Lo
1065D;Lo
1065E;Lo
1065F;Lo
10660;Lo
10661;Lo
10662;Lo
10663;Lo
10664;Lo
10665;Lo
10666;Lo
10667;Lo
10668;Lo
10669;Lo
1066A;Lo
1066B;Lo
1066C;Lo
1066D;Lo
1066E;Lo
1066F;Lo
10670;Lo
10671;Lo
10672;Lo
10673;Lo
10674;Lo
10675;Lo
10676;Lo
10677;Lo
10678;Lo
10679;Lo
1067A;Lo
1067B;Lo
1067C;Lo
1067D;Lo
1067E;Lo
1067F;Lo
10680;Lo
10681;Lo
10682;Lo
10683;Lo
10684;Lo
10685;Lo
10686;Lo
10687;Lo
10688;Lo
10689;Lo
1068A;Lo
1068B;Lo
1068C;Lo
1068D;Lo
1068E;Lo
1068F;Lo
10690;Lo
10691;Lo
10692;Lo
10693;Lo
10694;Lo
10695;Lo
10696;Lo
10697;Lo
10698;Lo
10699;Lo
1069A;Lo
1069B;Lo
1069C;Lo
1069D;Lo
1069E;Lo
1069F;Lo
106A0;Lo
106A1;Lo
106A2;Lo
106A3;Lo
106A4;Lo
106A5;Lo
106A6;Lo
106A7;Lo
106A8;Lo
106A9;Lo
106AA;Lo
106AB;Lo
106AC;Lo
106AD;Lo
106AE;Lo
106AF;Lo
106B0;Lo
106B1;Lo
106B2;Lo
106B3;Lo
106B4;Lo
106B5;Lo
106B6;Lo
106B7;Lo
106B8;Lo
106B9;Lo
106BA;Lo
106BB;Lo
106BC;Lo
106BD;Lo
106BE;Lo
106BF;Lo
106C0;Lo
106C1;Lo
106C2;Lo
106C3;Lo
106C4;Lo
106C5;Lo
106C6;Lo
106C7;Lo
106C8;Lo
106C9;Lo
106CA;Lo
106CB;Lo
106CC;Lo
106CD;Lo
106CE;Lo
106CF;Lo
106D0;Lo
106D1;Lo
106D2;Lo
106D3;Lo
106D4;Lo
106D5;Lo
106D6;Lo
106D7;Lo
106D8;Lo
106D9;Lo
106DA;Lo
106DB;Lo
106DC;Lo
106DD;Lo
106DE;Lo
106DF;Lo
106E0;Lo
106E1;Lo
106E2;Lo
106E3;Lo
106E4;Lo
106E5;Lo
106E6;Lo
106E7;Lo
106E8;Lo
106E9;Lo
106EA;Lo
106EB;Lo
106EC;Lo
106ED;Lo
106EE;Lo
106EF;Lo
106F0;Lo
106F1;Lo
106F2;Lo
106F3;Lo
106F4;Lo
106F5;Lo
106F6;Lo
106F7;Lo
106F8;Lo
106F9;Lo
106FA;Lo
106FB;Lo
106FC;Lo
106FD;Lo
106FE;Lo
106FF;Lo
10700;Lo
10701;Lo
10702;Lo
10703;Lo
10704;Lo
10705;Lo
10706;Lo
10707;Lo
10708;Lo
10709;Lo
1070A;Lo
1070B;Lo
1070C;Lo
1070D;Lo
1070E;Lo
1070F;Lo
10710;Lo
10711;Lo
10712;Lo
10713;Lo
10714;Lo
10715;Lo
10716;Lo
10717;Lo
10718;Lo
10719;Lo
1071A;Lo
1071B;Lo
1071C;Lo
1071D;Lo
1071E;Lo
1071F;Lo
10720;Lo
10721;Lo
10722;Lo
10723;Lo
10724;Lo
10725;Lo
10726;Lo
10727;Lo
10728;Lo
10729;Lo
1072A;Lo
1072B;Lo
1072C;Lo
1072D;Lo
1072E;Lo
1072F;Lo
10730;Lo
10731;Lo
10732;Lo
10733;Lo
10734;Lo
10735;Lo
10736;Lo
10740;Lo
10741;Lo
10742;Lo
10743;Lo
10744;Lo
10745;Lo
10746;Lo
10747;Lo
10748;Lo
10749;Lo
1074A;Lo
1074B;Lo
1074C;Lo
1074D;Lo
1074E;Lo
1074F;Lo
10750;Lo
10751;Lo
10752;Lo
10753;Lo
10754;Lo
10755;Lo
10760;Lo
10761;Lo
10762;Lo
10763;Lo
10764;Lo
10765;Lo
10766;Lo
10767;Lo
10800;Lo
10801;Lo
10802;Lo
10803;Lo
10804;Lo
10805;Lo
10808;Lo
1080A;Lo
1080B;Lo
1080C;Lo
1080D;Lo
1080E;Lo
1080F;Lo
10810;Lo
10811;Lo
10812;Lo
10813;Lo
10814;Lo
10815;Lo
10816;Lo
10817;Lo
10818;Lo
10819;Lo
1081A;Lo
1081B;Lo
1081C;Lo
1081D;Lo
1081E;Lo
1081F;Lo
10820;Lo
10821;Lo
10822;Lo
10823;Lo
10824;Lo
10825;Lo
10826;Lo
10827;Lo
10828;Lo
10829;Lo
1082A;Lo
1082B;Lo
1082C;Lo
1082D;Lo
1082E;Lo
1082F;Lo
10830;Lo
10831;Lo
10832;Lo
10833;Lo
10834;Lo
10835;Lo
10837;Lo
10838;Lo
1083C;Lo
1083F;Lo
10840;Lo
10841;Lo
10842;Lo
10843;Lo
10844;Lo
10845;Lo
10846;Lo
10847;Lo
10848;Lo
10849;Lo
1084A;Lo
1084B;Lo
1084C;Lo
1084D;Lo
1084E;Lo
1084F;Lo
10850;Lo
10851;Lo
10852;Lo
10853;Lo
10854;Lo
10855;Lo
10860;Lo
10861;Lo
10862;Lo
10863;Lo
10864;Lo
10865;Lo
10866;Lo
10867;Lo
10868;Lo
10869;Lo
1086A;Lo
1086B;Lo
1086C;Lo
1086D;Lo
1086E;Lo
1086F;Lo
10870;Lo
10871;Lo
10872;Lo
10873;Lo
10874;Lo
10875;Lo
10876;Lo
10880;Lo
10881;Lo
10882;Lo
10883;Lo
10884;Lo
10885;Lo
10886;Lo
10887;Lo
10888;Lo
10889;Lo
1088A;Lo
1088B;Lo
1088C;Lo
1088D;Lo
1088E;Lo
1088F;Lo
10890;Lo
10891;Lo
10892;Lo
10893;Lo
10894;Lo
10895;Lo
10896;Lo
10897;Lo
10898;Lo
10899;Lo
1089A;Lo
1089B;Lo
1089C;Lo
1089D;Lo
1089E;Lo
108E0;Lo
108E1;Lo
108E2;Lo
108E3;Lo
108E4;Lo
108E5;Lo
108E6;Lo
108E7;Lo
108E8;Lo
108E9;Lo
108EA;Lo
108EB;Lo
108EC;Lo
108ED;Lo
108EE;Lo
108EF;Lo
108F0;Lo
108F1;Lo
108F2;Lo
108F4;Lo
108F5;Lo
10900;Lo
10901;Lo
10902;Lo
10903;Lo
10904;Lo
10905;Lo
10906;Lo
10907;Lo
10908;Lo
10909;Lo
1090A;Lo
1090B;Lo
1090C;Lo
1090D;Lo
1090E;Lo
1090F;Lo
10910;Lo
10911;Lo
10912;Lo
10913;Lo
10914;Lo
10915;Lo
10920;Lo
10921;Lo
10922;Lo
10923;Lo
10924;Lo
10925;Lo
10926;Lo
10927;Lo
10928;Lo
10929;Lo
1092A;Lo
1092B;Lo
1092C;Lo
1092D;Lo
1092E;Lo
1092F;Lo
10930;Lo
10931;Lo
10932;Lo
10933;Lo
10934;Lo
10935;Lo
10936;Lo
10937;Lo
10938;Lo
10939;Lo
10980;Lo
10981;Lo
10982;Lo
10983;Lo
10984;Lo
10985;Lo
10986;Lo
10987;Lo
10988;Lo
10989;Lo
1098A;Lo
1098B;Lo
1098C;Lo
1098D;Lo
1098E;Lo
1098F;Lo
10990;Lo
10991;Lo
10992;Lo
10993;Lo
10994;Lo
10995;Lo
10996;Lo
10997;Lo
10998;Lo
10999;Lo
1099A;Lo
1099B;Lo
1099C;Lo
1099D;Lo
1099E;Lo
1099F;Lo
109A0;Lo
109A1;Lo
109A2;Lo
109A3;Lo
109A4;Lo
109A5;Lo
109A6;Lo
109A7;Lo
109A8;Lo
109A9;Lo
109AA;Lo
109AB;Lo
109AC;Lo
109AD;Lo
109AE;Lo
109AF;Lo
109B0;Lo
109B1;Lo
109B2;Lo
109B3;Lo
109B4;Lo
109B5;Lo
109B6;Lo
109B7;Lo
109BE;Lo
109BF;Lo
10A00;Lo
10A10;Lo
10A11;Lo
10A12;Lo
10A13;Lo
10A15;Lo
10A16;Lo
10A17;Lo
10A19;Lo
10A1A;Lo
10A1B;Lo
10A1C;Lo
10A1D;Lo
10A1E;Lo
10A1F;Lo
10A20;Lo
10A21;Lo
10A22;Lo
10A23;Lo
10A24;Lo
10A25;Lo
10A26;Lo
10A27;Lo
10A28;Lo
10A29;Lo
